"REGISTRO","TIPO_ENCUESTA","PC1","COD_HABITAT","PC3","COD_EDAD","PC4","PC6","PC7","PC7A","PC8","P1001_1","P1001_2","P1002_COD","P1002_1_COD","P1002_2_COD","P1003_COD","P1003_1_COD","P1003_2_COD","P1004_COD","P1004_1_COD","P1004_2_COD","P1005_1","P1005_2","P1005_3","P1006","P1007","P1008","P1009","P1010","P1011","P1012","P1013","P1013_1","P1014","P1015","P1016","P11017","P1101_A","P1102_A","P1103","P1104","P1105_COD_B_1","P1105_COD_B_2","P1105_COD_B_3","P1106","P1107","P1108_COD_B_1","P1108_COD_B_2","P1108_COD_B_3","P1109_1","P1109_2","P1109_3","P1109_4","P1109_5","P1109_6","P1109_7","P1109_8","P1017","P1018","P2102","P2003","P2004_1","P2004_2","P2004_3","P2004_4","P2004_5","P2002_CONOC_1","P2002_VALOR_1","P2002_CONOC_2","P2002_VALOR_2","P2002_CONOC_3","P2002_VALOR_3","P2002_CONOC_4","P2002_VALOR_4","P2002_CONOC_5","P2002_VALOR_5","P2103_1","P2103_2","P2103_3","P2103_4","P2103_5","P2002B_CONOC_1","P2002B_VALOR_1","P2002B_CONOC_2","P2002B_VALOR_2","P2002B_CONOC_3","P2002B_VALOR_3","P2002B_CONOC_4","P2002B_VALOR_4","P2002B_CONOC_5","P2002B_VALOR_5","P2002B_CONOC_6","P2002B_VALOR_6","P2002B_CONOC_7","P2002B_VALOR_7","P2002B_CONOC_8","P2002B_VALOR_8","P2002B_CONOC_9","P2002B_VALOR_9","P2002B_CONOC_10","P2002B_VALOR_10","P2005R","P2007R","P2008","P2008R","P2105","P2105R","P2105B","P2106","P2106A","P2009","P2010","P2012","P2013","P2014","P2015"
1907,"MOVIL2","Granada","De 100.001 o más","Hombre","55-64",64,"Sí","Sí, tengo la nacionalidad española"," ","Sí y lo utiliza",6,8,"Corrupción política","Falta de trabajo: paro","Pensiones bajas","Corrupción política","Paro juvenil","Otros","Pensiones bajas","Inflación / pérdida de poder adquisitivo / vida cara / precio de los carburantes","Largas listas de espera","PSOE","PSOE","PSOE","Ni buena ni mala","Igual","Mejorará","Ni buena ni mala","Peor","Empeorará","Muy mala","Peor","Se quedará igual","Muy mala","Peor","Empeorará","Mejor","Que se genere  más empleo","Mejora o impulso de la formación profesional","Sí","Ni bien ni mal(no leer)","Otros","Falta de profesionales médicos"," ","No","Bien","Buenos profesionales","Falta de medios técnicos y tecnológicos."," ","De acuerdo","En desacuerdo","De acuerdo","De acuerdo","En desacuerdo","De acuerdo","De acuerdo","De acuerdo","Regular (no leer)","Regular (no leer)","Socialista",4,10,4,1,6,10,"Sí",4,"Sí",4,"Sí",4,"Sí",8,"Sí",1,7,4,6,1,10,"No"," ","No"," ","Sí","No sabe","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","Partidos Socialista Obrero Español (PSOE)","PSOE","<b>Estoy seguro/a que voté</b>","Adelante Andalucía","<b>Estoy seguro/a que voté</b>","PSOE","Antes de iniciar la campaña","Ha cambiado mi voto","Porque me gustaba más el candidato","Nos llega para vivir","No procede, ya lo perdí (NO LEER)","Nada religiosa","Educación primaria","Jubilado o pensionista (anteriormente ha trabajado)"," "
2492,"FIJO2","Granada","Menos de 10.000","Hombre","55-64",60,"Sí","Sí, tengo la nacionalidad española"," ","Sí y lo utiliza",5,5,"Inestabilidad política","Problema de Cataluña","Falta de trabajo: paro","Largas listas de espera","Falta de trabajo: paro","No sabe","Largas listas de espera","No sabe","No sabe","PSOE","PSOE","PSOE","Buena","Igual","Empeorará","Mala","Igual","Se quedará igual","Buena","Igual","Se quedará igual","Mala","Peor","Empeorará","Peor","Mejorar los servicios sanitarios","Atraer las inversiones de empresas que quieran instalarse en Andalucía","Sí","Mal","Reducir listas/tiempos de espera de atención"," "," ","Sí","Bien","Bien en general, buena experiencia","Bien, por gratuidad, ayudas, becas, libros gratis, familias desfavorecidas, cobertura a total de la población"," ","De acuerdo","En desacuerdo","De acuerdo","En desacuerdo","De acuerdo","De acuerdo","En desacuerdo","De acuerdo","Muy mala","Muy mala","Socialista",5,5,3,2,7,10,"Sí",3,"Sí",5,"Sí",3,"Sí",5,"Sí",1,7,5,8,3,9,"No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","Sí",6,"Partidos Socialista Obrero Español (PSOE)","PSOE","<b>Estoy seguro/a que voté</b>","Adelante Andalucía","<b>Estoy seguro/a que voté</b>","PSOE","Antes de iniciar la campaña","Ha cambiado mi voto","Por descontento hacia el partido que había votado anteriormente","Tenemos dificultades","No procede, ya lo perdí (NO LEER)","Religiosa","Educación primaria","Jubilado o pensionista (anteriormente ha trabajado)"," "
2812,"FIJO2","Málaga","De 10.001 a 20.000","Hombre","55-64",64,"Sí","Sí, tengo la nacionalidad española"," ","Sí y lo utiliza",7,8,"Falta de trabajo: paro","Inestabilidad política","Falta de hospitales, ambulatorios / masificación","Falta de trabajo: paro","Falta de hospitales, ambulatorios / masificación","Bajo nivel educativo/cultural","Falta de trabajo: paro","No sabe","No sabe","Todos","No sabe","PP","Mala","Peor","Mejorará","Ni buena ni mala","Igual","No sabe","Mala","Peor","Mejorará","No sabe","No contesta","No sabe","No sabe","Que se genere  más empleo","Atraer las inversiones de empresas que quieran instalarse en Andalucía","No","Bien","Falta de profesionales médicos"," "," ","No","No sabe","No sabe"," "," ","De acuerdo","En desacuerdo","De acuerdo","De acuerdo","De acuerdo","De acuerdo","En desacuerdo","De acuerdo","No sabe","No sabe","Progresista",5,8,6,3,7,10,"Sí",6,"Sí",6,"Sí",5,"Sí",7,"No"," ",8,6,7,3,"No contesta","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","Partidos Socialista Obrero Español (PSOE)","Adelante Andalucía","<b>Estoy seguro/a que voté</b>","Adelante Andalucía","<b>Estoy seguro/a que voté</b>","PSOE","Antes de iniciar la campaña","Ha cambiado mi voto","Porque me gustaba más el candidato","Tenemos dificultades","No procede, ya lo perdí (NO LEER)","Poca religiosa","Educación primaria","Parado/a y ha trabajado antes"," "
4046,"FIJO2","Jaén","De 50.001 a 100.000","Hombre","55-64",62,"Sí","Sí, tengo la nacionalidad española"," ","Sí y lo utiliza",3,3,"Desigualdad social y pobreza","Inestabilidad política","Desigualdad social y pobreza","Desigualdad social y pobreza","Inestabilidad política","Sanidad","Sueldos bajos","Inflación / pérdida de poder adquisitivo / vida cara / precio de los carburantes","No sabe","PSOE","Ninguno","PSOE","Mala","Igual","No sabe","Muy mala","Igual","Se quedará igual","Muy mala","Peor","Mejorará","Mala","Igual","Se quedará igual","Peor","Que suban los salarios","Desarrollar medidas que garanticen una conciliación real","Sí","Muy mal","Faltan centros de salud"," "," ","No","Mal","Mejorar/ aumentar ayudas, becas / Reducir cuantías material excolar"," "," ","Muy de acuerdo","En desacuerdo","De acuerdo","Muy de acuerdo","Muy de acuerdo","De acuerdo","Muy de acuerdo","En desacuerdo","Muy mala","Muy mala","Progresista",4,7,4,1,7,10,"Sí",3,"Sí",3,"Sí",3,"Sí","No sabe","No"," ",5,4,5,2,"No contesta","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","Partidos Socialista Obrero Español (PSOE)","Adelante Andalucía","<b>Estoy seguro/a que voté</b>","Adelante Andalucía","<b>Estoy seguro/a que voté</b>","PSOE","Durante la campaña electoral","Ha cambiado mi voto","Voto en función del tipo de elección","Tenemos dificultades","Nada probable","Poca religiosa","Educación primaria","Pensionista (anteriormente no ha trabajado)"," "
4193,"FIJO2","Granada","De 10.001 a 20.000","Mujer","55-64",56,"Sí","Sí, tengo la nacionalidad española"," ","Sí, pero no lo utiliza",5,5,"Inestabilidad política","Mejorar políticas sociales","Falta de trabajo: paro","Falta de trabajo: paro","Mejorar políticas sociales","Largas listas de espera","La gente no se respeta entre ella","Falta de trabajo: paro","Largas listas de espera","PODEMOS","PODEMOS","PODEMOS","Muy mala","Igual","Mejorará","Muy mala","Igual","Mejorará","Mala","Igual","Mejorará","Ni buena ni mala","Igual","Mejorará","Ni mejor ni peor","Que se genere  más empleo","Atraer las inversiones de empresas que quieran instalarse en Andalucía","Sí","Mal","Reducir listas/tiempos de espera de atención"," "," ","No","Ni bien ni mal(no leer)","Falta de profesorado"," "," ","De acuerdo","En desacuerdo","En desacuerdo","De acuerdo","De acuerdo","De acuerdo","En desacuerdo","De acuerdo","Mala","Regular (no leer)","Socialista",4,7,3,3,5,10,"Sí",5,"Sí",5,"No"," ","Sí",4,"No"," ",6,4,"No contesta",3,"No contesta","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","Partidos Socialista Obrero Español (PSOE)","Adelante Andalucía","<b>Estoy seguro/a que voté</b>","Adelante Andalucía","<b>Estoy seguro/a que voté</b>","PSOE","Antes de iniciar la campaña","Ha cambiado mi voto","Para garantizar o facilitar la conformación de mayorías","Tenemos dificultades","Probable (NO LEER)","Religiosa","Inferior a primaria (menos de 5 años de escolarización)","Trabaja","Asalariado del sector privado"
4344,"MOVIL2","Sevilla","Menos de 10.000","Mujer","18-24",21,"Sí","Sí, tengo la nacionalidad española"," ","Sí y lo utiliza",9,8,"Corrupción política","Inestabilidad política","Sanidad","Escuelas insuficientes","Corrupción política","No sabe","Educación-cultura-investigación","Paro juvenil","No sabe","PODEMOS","PODEMOS","PODEMOS","Mala","Igual","Mejorará","Mala","Igual","Mejorará","Buena","Mejor","Mejorará","Muy mala","Igual","Mejorará","Peor","Mejorar la calidad de la educación pública","Desarrollar medidas que garanticen una conciliación real","No","Bien","Buenos profesionales"," "," ","Sí","Bien","Buenos profesionales"," "," ","De acuerdo","En desacuerdo","De acuerdo","De acuerdo","De acuerdo","De acuerdo","En desacuerdo","En desacuerdo","Buena","Buena","Progresista",3,7,4,3,6,8,"Sí",5,"Sí",3,"No"," ","Sí",6,"No"," ",6,5,"No contesta",5,"No contesta","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","Adelante Andalucía","Adelante Andalucía","<b>Estoy seguro/a que voté</b>","Adelante Andalucía","<b>Estoy seguro/a que voté</b>","PSOE","El mismo día de las elecciones","Ha cambiado mi voto","Por descontento hacia el partido que había votado anteriormente","Vivimos confortablemente con los ingresos actuales","Nada probable","Algo religiosa","Bachillerato","Estudiante"," "
4486,"FIJO2","Córdoba","Menos de 10.000","Hombre","35-44",37,"Sí","Sí, tengo la nacionalidad española"," ","Sí y lo utiliza",8,10,"Falta de trabajo: paro","Sueldos bajos","No sabe","Insatisfacción con los políticos","No sabe","No sabe","No sabe","No sabe","No sabe","Ninguno","Ninguno","No contesta","Ni buena ni mala","Igual","Mejorará","Ni buena ni mala","Igual","Mejorará","Ni buena ni mala","Igual","Mejorará","No sabe","Igual","Mejorará","Ni mejor ni peor","Mejorar la calidad de la educación pública","Atraer las inversiones de empresas que quieran instalarse en Andalucía","Sí","Bien","Buena atención/trato"," "," ","Sí","Muy bien","Buenos profesionales"," "," ","En desacuerdo","En desacuerdo","De acuerdo","De acuerdo","De acuerdo","Ni de acuerdo ni en desacuerdo","No sabe","En desacuerdo","No sabe","No sabe","Ninguno",5,8,4,4,7,10,"Sí",5,"Sí",4,"Sí",3,"Sí",7,"Sí",1,8,5,7,4,10,"No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","Adelante Andalucía","No sabe","<b>Estoy seguro/a que voté</b>","Adelante Andalucía","<b>Estoy seguro/a que voté</b>","PSOE","Antes de iniciar la campaña","Ha cambiado mi voto","Para garantizar o facilitar la conformación de mayorías","Vivimos confortablemente con los ingresos actuales","Poco probable","Religiosa","Bachillerato","Parado/a y ha trabajado antes"," "
4539,"MOVIL2","Málaga","De 100.001 o más","Mujer","18-24",19,"Sí","Sí, tengo la nacionalidad española"," ","Sí y lo utiliza",6,8,"Corrupción política","Inestabilidad política","Sanidad","Escuelas insuficientes","Desorientación Reforma Educativa","Falta de trabajo: paro","Sanidad","Becas insuficientes","No sabe","Ninguno","No sabe","No sabe","Mala","Igual","Se quedará igual","Buena","Igual","Mejorará","Mala","Mejor","Mejorará","Muy mala","Peor","Se quedará igual","Mejor","Mejorar los servicios sanitarios","Mejora o impulso de la formación profesional","Sí","Bien","Buenos profesionales","Buena atención/trato"," ","Sí","Bien","Buenos profesionales"," "," ","En desacuerdo","En desacuerdo","De acuerdo","En desacuerdo","En desacuerdo","De acuerdo","De acuerdo","De acuerdo","Mala","Mala","Liberal",3,9,3,1,7,10,"Sí",3,"Sí",4,"No"," ","Sí",5,"No"," ",8,4,"No contesta",2,"No contesta","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","Adelante Andalucía","Adelante Andalucía","<b>Estoy seguro/a que voté</b>","Adelante Andalucía","<b>Estoy seguro/a que voté</b>","PSOE","Antes de iniciar la campaña","Ha cambiado mi voto","Para garantizar o facilitar la conformación de mayorías","Vivimos confortablemente con los ingresos actuales","Poco probable","Religiosa","Bachillerato","Estudiante"," "
4558,"FIJO2","Málaga","De 50.001 a 100.000","Mujer","35-44",36,"Sí","Sí, tengo la nacionalidad española"," ","Sí y lo utiliza",8,8,"Inestabilidad política","Falta de trabajo: paro","Sanidad","Sanidad","Educación-cultura-investigación","Falta de trabajo: paro","Falta de hospitales, ambulatorios / masificación","Infraestructuras viarias insuficientes","No sabe","Todos","Todos","Todos","Ni buena ni mala","Mejor","Mejorará","Buena","No sabe","Mejorará","Buena","Igual","Se quedará igual","Ni buena ni mala","Peor","Mejorará","Ni mejor ni peor","Que se genere  más empleo","Que la Junta de Andalucía y los Ayuntamientos creen más empleo","Sí","Bien","Mejorar atención al paciente / Debe mejorar en general"," "," ","No","Bien","Otros"," "," ","En desacuerdo","En desacuerdo","De acuerdo","Ni de acuerdo ni en desacuerdo","En desacuerdo","De acuerdo","En desacuerdo","Ni de acuerdo ni en desacuerdo","Regular (no leer)","Regular (no leer)","Socialdemócrata",4,7,3,2,8,10,"Sí",6,"Sí",5,"Sí",7,"Sí",7,"No"," ",7,4,8,3,"No contesta","Sí",5,"No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","Sí",5,"Partidos Socialista Obrero Español (PSOE)","PSOE","<b>Estoy seguro/a que voté</b>","Adelante Andalucía","<b>Estoy seguro/a que voté</b>","PSOE","Antes de iniciar la campaña","Ha cambiado mi voto","Por descontento hacia el partido que había votado anteriormente","Vivimos confortablemente con los ingresos actuales","Poco probable","Nada religiosa","Diplomatura","Trabaja","Asalariado del sector privado"
4900,"MOVIL","Huelva","Menos de 10.000","Hombre","25-34",32,"Sí","Sí, tengo la nacionalidad española"," ","No",9,8,"Falta de trabajo: paro","Mejorar políticas sociales","Sanidad","Sanidad","Mejorar políticas sociales","No sabe","Ningún problema","No sabe","No sabe","OTROS PARTIDOS ¿Cuál?","PODEMOS","Ninguno","Mala","Igual","Se quedará igual","Muy mala","Igual","Se quedará igual","Buena","Mejor","Mejorará","Mala","Igual","Empeorará","Peor","Mejorar los servicios sanitarios","Atraer las inversiones de empresas que quieran instalarse en Andalucía","Sí","Mal","Falta de profesionales médicos"," "," ","Sí","Bien","Bien en general, buena experiencia"," "," ","De acuerdo","De acuerdo","En desacuerdo","De acuerdo","De acuerdo","Muy de acuerdo","En desacuerdo","De acuerdo","Muy mala","Muy mala","Socialdemócrata",4,8,4,2,6,10,"Sí",3,"Sí",4,"No"," ","Sí",7,"No"," ",7,4,"No contesta",3,"No contesta","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","Partidos Socialista Obrero Español (PSOE)","Adelante Andalucía","<b>Estoy seguro/a que voté</b>","Adelante Andalucía","<b>Estoy seguro/a que voté</b>","PSOE","Durante la campaña electoral","Ha cambiado mi voto","Voto en función del tipo de elección","Vivimos confortablemente con los ingresos actuales","Bastante probable","Nada religiosa","Licenciatura o Grado","Trabaja","Asalariado del sector privado"
10580,"ONLINE","Granada","De 100.001 o más","Mujer","45-54",45,"Sí","Sí, tengo la nacionalidad española"," ","Sí y lo utiliza",7,7,"Falta de trabajo: paro","Acceso a la vivienda","Violencia de género","Falta de trabajo: paro","Acceso a la vivienda","Sanidad","Paro y precariedad laboral","Sanidad","Acceso a la vivienda","PSOE","PSOE","PSOE","Ni buena ni mala","Igual","Mejorará","Mala","Peor","Se quedará igual","Buena","Igual","Mejorará","Mala","Peor","Se quedará igual","Peor","Que se genere  más empleo","Que la Junta de Andalucía y los Ayuntamientos creen más empleo","Sí","Mal","Reducir listas/tiempos de espera de atención"," "," ","No","Bien","Buenos profesionales"," "," ","De acuerdo","Ni de acuerdo ni en desacuerdo","De acuerdo","De acuerdo","De acuerdo","De acuerdo","Ni de acuerdo ni en desacuerdo","Ni de acuerdo ni en desacuerdo","Muy mala","Muy mala","Socialista",4,8,3,3,8,10,"Sí",1,"Sí",3,"Sí",1,"Sí",1,"Sí",1,8,3,8,3,10,"Sí",1,"Sí",1,"Sí",1,"Sí",1,"Sí",1,"Sí",1,"Sí",1,"Sí",1,"Sí",1,"Sí",1,"Partidos Socialista Obrero Español (PSOE)","PSOE","<b>Estoy seguro/a que voté</b>","Adelante Andalucía","<b>Estoy seguro/a que voté</b>","PSOE","Antes de iniciar la campaña","Vota siempre al  mismo partido"," ","Nos llega para vivir","Nada probable","Algo religiosa","Licenciatura o Grado","Trabaja","Asalariado del sector privado"
10787,"ONLINE","Granada","Menos de 10.000","Hombre","35-44",35,"Sí","Sí, tengo la nacionalidad española"," ","Sí y lo utiliza",10,9,"Falta de trabajo: paro","Corrupción política","Paro y precariedad laboral","Falta de trabajo: paro","Paro y precariedad laboral","Funcionamiento de la economía","Funcionamiento de la economía","Precariedad laboral / contrato","Incertidumbre respeto al futuro","PODEMOS","PODEMOS","PODEMOS","Mala","Igual","Se quedará igual","Muy mala","Igual","Se quedará igual","Mala","Igual","Mejorará","Ni buena ni mala","Igual","Se quedará igual","Mejor","Que se genere  más empleo","Atraer las inversiones de empresas que quieran instalarse en Andalucía","Sí","Bien","Buenos profesionales"," "," ","No","Mal","Mejorar/estabilizar sistema educativo/leyes/planes educativos"," "," ","De acuerdo","Ni de acuerdo ni en desacuerdo","En desacuerdo","Ni de acuerdo ni en desacuerdo","De acuerdo","De acuerdo","Muy en desacuerdo","Muy de acuerdo","Buena","Regular (no leer)","Comunista",2,3,3,1,5,10,"Sí",5,"Sí",5,"Sí",7,"Sí",7,"Sí",1,8,4,5,1,10,"No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","Adelante Andalucía","Adelante Andalucía","<b>Estoy seguro/a que voté</b>","Adelante Andalucía","<b>Estoy seguro/a que voté</b>","PSOE","Antes de iniciar la campaña","Ha cambiado mi voto","Voto en función del tipo de elección","Nos llega para vivir","No sabe","Nada religiosa","Master","Trabaja","Asalariado del sector privado"
11199,"ONLINE","Almería","De 100.001 o más","Mujer","25-34",32,"Sí","Sí, tengo la nacionalidad española"," ","Sí, pero no lo utiliza",10,10,"Corrupción política","Funcionamiento de la economía","Educación-cultura-investigación","Corrupción política","Funcionamiento de la economía","Desigualdad social y pobreza","Sanidad","Conciliación de la vida laboral, personal y familiar","Insatisfacción con la política","PODEMOS","PODEMOS","PODEMOS","Ni buena ni mala","Igual","Se quedará igual","Ni buena ni mala","Igual","Se quedará igual","Buena","Igual","Se quedará igual","Mala","Peor","Empeorará","Ni mejor ni peor","Mejorar los servicios sanitarios","Luchar contra el fraude laboral","Sí","Mal","Reducir listas/tiempos de espera de atención"," "," ","No","Ni bien ni mal(no leer)","Disminuir número de alumnos por aula, disminuir ratio"," "," ","Ni de acuerdo ni en desacuerdo","En desacuerdo","De acuerdo","En desacuerdo","De acuerdo","De acuerdo","En desacuerdo","De acuerdo","Mala","Mala","Progresista",3,8,6,3,8,"No sabe","Sí",9,"Sí",10,"No"," ","Sí","No sabe","No"," ",9,6,"No contesta",3,"No contesta","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","Adelante Andalucía","Adelante Andalucía","<b>Estoy seguro/a que voté</b>","Adelante Andalucía","<b>Estoy seguro/a que voté</b>","PSOE","Antes de iniciar la campaña","Ha cambiado mi voto","Para garantizar o facilitar la conformación de mayorías","Vivimos confortablemente con los ingresos actuales","Nada probable","Nada religiosa","Master","Trabaja","Asalariado del sector privado"
12023,"ONLINE","Granada","De 10.001 a 20.000","Mujer","45-54",53,"Sí","Sí, tengo la nacionalidad española"," ","Sí y lo utiliza",8,9,"Falta de cohesión social/ división de los españoles por el tema políticos","Precariedad laboral / contrato","Incivismo y violencia","Falta de cohesión social/ división de los españoles por el tema políticos","Falta de trabajo: paro","Infraestructuras viarias insuficientes","Paro en mujeres y otros sectores","Conciliación de la vida laboral, personal y familiar","Sueldos bajos","PSOE","PSOE","PODEMOS","Ni buena ni mala","Igual","Se quedará igual","Mala","Igual","Se quedará igual","Ni buena ni mala","Igual","Se quedará igual","Muy mala","Peor","Empeorará","Ni mejor ni peor","Que se genere  más empleo","Luchar contra el fraude laboral","Sí","Mal","Saturación de centros sanitarios (urgencias, hospitales,...)","Reducir listas/tiempos de espera de atención","Falta/mejorar acceso a especialistas","No","Ni bien ni mal(no leer)","Mejorar/actualizar contenidos/materias /metodologías"," "," ","Ni de acuerdo ni en desacuerdo","En desacuerdo","Ni de acuerdo ni en desacuerdo","De acuerdo","De acuerdo","Ni de acuerdo ni en desacuerdo","En desacuerdo","Ni de acuerdo ni en desacuerdo","Mala","Mala","Socialista",3,9,4,3,8,10,"Sí",3,"Sí",3,"Sí",2,"Sí",4,"No"," ",8,5,7,3,"No contesta","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","Adelante Andalucía","Adelante Andalucía","<b>Estoy seguro/a que voté</b>","Adelante Andalucía","<b>Estoy seguro/a que voté</b>","PSOE","Antes de iniciar la campaña","Ha cambiado mi voto","Por descontento hacia el partido que había votado anteriormente","Nos llega para vivir","No sabe","Muy religiosa","Bachillerato","Parado/a y ha trabajado antes"," "
